ram_gb,ssd,hdd,display_size,price,Marca,Marca del Procesador,Modelo del Procesador,Sistema Operativo
8,0,1024,15.6,34035.264,dell,intel,core i5,windows
8,256,0,17.3,85194.72,msi,intel,core i7,windows
4,0,1024,15.6,26640.0,hp,intel,core,windows
16,128,1024,17.3,122490.72,asus,intel,core i7,windows
4,0,500,12.5,60480.792,dell,intel,core i3,windows
4,128,0,12.5,62176.1616,dell,intel,core i3,windows
4,16,0,15.6,11135.52,acer,intel,core,chrome os
16,512,0,15.6,63882.72,lenovo,intel,core i7,windows
8,256,0,12.5,75289.968,dell,intel,core i5,windows
8,128,1024,17.3,80516.2032,msi,intel,core i7,windows
4,256,0,15.6,46193.76,lenovo,intel,core i5,windows
16,128,1024,15.6,71341.92,asus,intel,core i7,windows
8,256,0,13.3,90522.72,hp,intel,core,windows
4,0,500,15.6,40980.312,dell,intel,core i5,windows
4,128,0,15.6,22857.12,lenovo,intel,core i3,windows
8,512,0,13.3,104908.32,hp,intel,core i7,windows
16,512,0,13.3,118601.28,toshiba,intel,core i7,windows
8,128,1024,17.3,69929.4672,asus,intel,core i7,windows
8,256,0,13.3,90043.2,hp,intel,core i5,windows
8,256,0,14.0,80612.64,hp,intel,core i5,windows
4,0,500,15.6,27899.0064,dell,intel,core i5,linux
4,0,1024,15.6,23176.8,asus,intel,core i3,windows
8,256,0,14.0,88924.32,lenovo,intel,core i7,windows
8,256,0,12.5,100965.6,hp,intel,core i5,windows
8,128,1024,15.6,52693.92,lenovo,intel,core i5,no os
8,128,1024,17.3,60153.12,hp,intel,core i5,windows
8,0,2048,15.6,33513.12,hp,intel,core i7,windows
8,512,0,14.0,109244.2464,lenovo,intel,core i7,windows
4,32,0,14.0,14811.84,asus,intel,core,windows
8,256,0,15.6,40066.56,hp,intel,core i7,windows
4,0,1024,15.6,32820.48,acer,intel,core i5,windows
16,1024,0,15.6,58554.72,lenovo,intel,core i7,windows
8,0,1024,15.6,41771.52,dell,intel,core i5,windows
16,256,1024,17.3,127818.72,msi,intel,core i7,windows
8,256,0,15.6,115709.2416,hp,intel,core i7,windows
16,512,0,14.0,130003.2,lenovo,intel,core i7,windows
8,128,1024,15.6,60888.384,msi,intel,core i7,windows
8,256,0,13.3,86793.12,hp,intel,core i5,windows
8,256,0,15.6,118761.12,hp,intel,core i7,windows
8,256,0,13.3,95850.72,hp,intel,core i7,windows
8,256,0,15.6,101178.72,hp,intel,core i7,windows
8,256,0,12.5,122381.496,hp,intel,core i7,windows
8,256,0,15.6,53807.472,dell,intel,core i7,windows
8,256,0,15.6,84129.12,hp,intel,core i5,windows
8,256,0,14.0,124621.92,lenovo,intel,core i7,windows
4,0,1024,15.6,18061.92,lenovo,intel,core i3,no os
8,0,1024,15.6,31914.72,lenovo,intel,core i5,no os
8,0,1024,15.6,63882.72,dell,intel,core i7,windows
8,256,0,15.6,119916.2304,dell,intel,core i5,windows
16,256,1024,17.3,79536.384,msi,intel,core i7,windows
12,512,0,14.0,122490.72,lenovo,intel,core i7,windows
8,1024,0,15.6,42010.7472,lenovo,intel,core i5,windows
8,512,0,13.3,108744.48,hp,intel,core i7,windows
8,256,0,14.0,79866.72,lenovo,intel,core i7,windows
16,256,1024,14.0,94252.32,msi,intel,core i7,windows
8,0,1024,15.6,47898.72,hp,intel,core i7,windows
4,0,500,15.6,25414.0272,hp,intel,core i5,no os
8,128,1024,15.6,79813.44,dell,intel,core i7,windows
8,256,0,15.6,74059.2,lenovo,intel,core i5,windows
4,0,1024,15.6,24935.04,lenovo,intel,core i3,windows
2,32,0,14.0,13266.72,hp,intel,core,windows
8,0,1024,15.6,44701.92,msi,intel,core i7,windows
8,256,0,15.6,36177.12,hp,intel,core i7,windows
16,512,0,15.6,61751.52,hp,intel,core i7,windows
4,0,500,15.6,19660.32,asus,intel,core,windows
4,0,500,15.6,21205.44,lenovo,intel,core i5,no os
8,0,1024,15.6,37775.52,lenovo,intel,core i7,no os
4,256,0,14.0,40972.32,asus,intel,core i3,windows
4,1024,0,15.6,43956.0,lenovo,intel,core i7,windows
16,512,0,15.6,69530.4,lenovo,intel,core i7,windows
16,128,1024,15.6,114731.5536,msi,intel,core i7,windows
4,0,500,15.6,34632.0,hp,intel,core i3,windows
8,256,0,14.0,87219.36,lenovo,intel,core i5,windows
6,256,0,15.6,44275.68,lenovo,intel,core i7,windows
8,256,0,15.6,47686.1328,dell,intel,core i7,linux
4,0,500,15.6,17742.24,acer,intel,core,windows
6,0,1024,15.6,42570.72,hp,intel,core i7,windows
8,256,1024,15.6,48431.52,asus,intel,core i7,windows
16,512,0,15.6,62817.12,dell,intel,core i7,windows
4,256,0,15.6,36816.48,acer,intel,core i5,windows
8,256,0,13.3,58554.72,dell,intel,core i5,linux
16,256,1024,17.3,138474.72,acer,intel,core i7,windows
8,0,1024,15.6,43636.32,lenovo,intel,core i5,windows
4,0,500,15.6,25840.8,hp,intel,core i5,windows
8,256,0,12.0,61964.64,apple,intel,core,mac
8,256,0,13.3,63882.72,dell,intel,core i5,windows
12,128,1024,15.6,70702.56,hp,intel,core i7,windows
4,0,1024,15.6,19607.04,lenovo,intel,core i3,no os
16,512,1024,17.3,114552.0,asus,intel,core i7,windows
4,0,1024,15.6,14492.16,acer,intel,core,linux
16,256,1024,17.3,109165.392,msi,intel,core i7,windows
4,128,0,15.6,26586.72,dell,intel,core i3,windows
8,0,500,15.6,33513.12,lenovo,intel,core i7,no os
16,512,0,13.3,142790.4,dell,intel,core i7,windows
8,0,1024,15.6,62284.32,asus,intel,core i7,windows
8,256,0,15.6,47365.92,dell,intel,core i5,windows
8,256,0,15.6,30849.12,hp,intel,core i5,windows
8,0,1024,17.3,33513.12,acer,intel,core i3,windows
16,256,1024,15.6,130482.72,asus,intel,core i7,windows
8,512,0,12.0,68145.12,apple,intel,core,mac
16,128,1024,15.6,93186.72,asus,intel,core i7,windows
16,256,1024,17.3,103842.1872,msi,intel,core i7,windows
8,256,0,15.6,53226.72,dell,intel,core i5,windows
16,256,1024,17.3,103842.72,asus,intel,core i7,windows
2,32,0,11.6,9270.72,acer,intel,core,chrome os
4,0,1024,17.3,31861.44,acer,intel,core i3,windows
8,0,1024,17.3,28717.92,lenovo,intel,core i5,no os
8,128,1024,15.6,67772.16,lenovo,intel,core i7,windows
8,256,0,14.0,61218.72,acer,intel,core i7,windows
8,256,0,15.6,81465.12,lenovo,intel,core i7,windows
8,128,1024,15.6,78647.1408,msi,intel,core i7,windows
8,256,0,12.5,91288.3536,dell,intel,core i5,windows
4,0,500,15.0,27119.52,dell,intel,core i3,windows
4,0,1024,15.6,16463.52,asus,intel,core,windows
8,256,0,13.3,78694.56,dell,intel,core i7,windows
4,0,1024,15.6,27804.7008,dell,intel,core i5,linux
16,128,1024,15.6,54825.12,lenovo,intel,core i7,windows
8,128,1024,15.6,61218.72,msi,intel,core i7,windows
16,512,0,12.5,87912.0,lenovo,intel,core i7,windows
8,0,1024,15.6,24988.8528,dell,intel,core i3,windows
16,256,1024,17.3,85141.44,msi,intel,core i7,windows
4,256,0,11.6,51095.52,apple,intel,core i5,mac
4,0,1024,15.6,25467.84,hp,intel,core i3,windows
8,256,0,14.0,117119.5632,hp,intel,core i7,windows
4,0,500,15.6,39267.36,dell,intel,core i5,windows
8,128,1024,15.6,62284.32,msi,intel,core i7,windows
16,512,0,13.3,79866.72,lenovo,intel,core i7,windows
8,256,0,13.3,68198.4,asus,intel,core i7,windows
4,0,500,15.6,19276.704,acer,intel,core i3,linux
16,512,0,17.3,95850.72,dell,intel,core i7,windows
4,256,0,14.0,58607.4672,hp,intel,core i5,windows
4,0,500,14.0,46620.0,dell,intel,core i5,windows
16,256,1024,15.6,123876.0,asus,intel,core i7,windows
8,256,0,15.6,30529.44,lenovo,intel,core i5,no os
8,256,0,13.3,96596.64,dell,intel,core i5,windows
4,0,500,15.6,17262.72,dell,intel,core,linux
6,128,0,15.6,30316.32,lenovo,intel,core i3,windows
8,256,0,14.0,57116.16,lenovo,intel,core i5,windows
4,0,500,15.6,23655.7872,dell,intel,core,windows
4,0,1024,15.6,18061.92,asus,intel,core,windows
16,128,1024,17.3,101232.0,asus,intel,core i7,windows
4,0,500,15.6,26107.2,dell,intel,core i3,windows
8,1024,0,15.6,47685.6,lenovo,intel,core i7,windows
8,128,1024,15.6,65481.12,msi,intel,core i7,windows
4,128,0,14.0,44382.7728,lenovo,intel,core i5,windows
8,512,0,13.3,38841.12,asus,intel,core,windows
6,0,1024,15.6,24455.52,dell,intel,core i3,windows
4,0,500,15.6,15397.92,acer,intel,core,linux
2,0,500,15.6,20193.12,dell,intel,core,windows
8,0,1024,15.6,47898.72,lenovo,intel,core i7,windows
8,0,1024,15.6,42943.1472,dell,intel,core i7,linux
2,32,0,11.6,11135.52,hp,intel,core,windows
4,0,500,15.6,38378.6496,asus,intel,core i7,windows
4,128,0,14.0,33992.64,lenovo,intel,core i7,windows
2,64,0,14.0,12201.12,lenovo,intel,core,windows
6,0,1024,15.6,40705.92,hp,intel,core i7,windows
